grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.82327 4.5428788e+08 3862.3734 0.079195816 0.00019080746 1.9281326e-05 7.0618211e-08 1.1173135e-09 NaN 0.018524335 0.00013088951 1.4159709 0.004529711 2.7619943e-08 2.3155541e-10 0.0011077644 2.2683959e-05
0.91 5.887973 4.5428788e+08 3862.3732 0.079195812 0.00019080594 1.9712178e-05 7.2195175e-08 1.1185829e-09 NaN 0.018524335 0.00013088953 1.4159711 0.0045297111 2.7619942e-08 2.3155542e-10 0.0011077637 2.2684127e-05
0.92 5.952676 4.5428788e+08 3862.373 0.079195808 0.00019080447 2.0147791e-05 7.3789563e-08 1.1196273e-09 NaN 0.018524336 0.00013088954 1.4159713 0.0045297113 2.7619941e-08 2.3155544e-10 0.0011077631 2.2684289e-05
0.93 6.017379 4.5428788e+08 3862.3728 0.079195804 0.00019080304 2.0588164e-05 7.5401377e-08 1.1206435e-09 NaN 0.018524336 0.00013088955 1.4159714 0.0045297129 2.761994e-08 2.3155545e-10 0.0011077625 2.2684446e-05
0.94 6.082082 4.5428788e+08 3862.3726 0.079195799 0.00019080166 2.1033298e-05 7.7030615e-08 1.1216335e-09 NaN 0.018524336 0.00013088957 1.4159715 0.0045297129 2.761994e-08 2.3155547e-10 0.0011077619 2.2684597e-05
0.95 6.146785 4.5428787e+08 3862.3724 0.079195795 0.00019080032 2.1483193e-05 7.8677279e-08 1.122607e-09 NaN 0.018524337 0.00013088958 1.4159717 0.004529713 2.7619939e-08 2.3155548e-10 0.0011077613 2.2684745e-05
0.96 6.211488 4.5428787e+08 3862.3722 0.079195792 0.00019079903 2.1937849e-05 8.0341367e-08 1.1235572e-09 NaN 0.018524337 0.00013088959 1.4159718 0.0045297137 2.7619938e-08 2.3155549e-10 0.0011077607 2.2684887e-05
0.97 6.276191 4.5428786e+08 3862.3693 0.079195788 0.000190798 2.2397266e-05 8.202298e-08 1.1244994e-09 NaN 0.018524339 0.00013088979 1.415974 0.0045297207 2.7619931e-08 2.3155574e-10 0.0011077602 2.2685053e-05
0.98 6.340894 4.5428786e+08 3862.3693 0.079195784 0.00019079677 2.2861443e-05 8.3721915e-08 1.1254354e-09 NaN 0.018524339 0.00013088979 1.415974 0.0045297208 2.761993e-08 2.3155574e-10 0.0011077597 2.2685185e-05
0.99 6.405597 4.5428786e+08 3862.3693 0.079195781 0.00019079558 2.3330381e-05 8.5438275e-08 1.1262939e-09 NaN 0.018524339 0.00013088979 1.415974 0.0045297194 2.761993e-08 2.3155574e-10 0.0011077591 2.2685314e-05
1 6.4703 4.5428786e+08 3862.3693 0.079195777 0.00019079442 2.380408e-05 8.7172059e-08 1.1267886e-09 NaN 0.018524339 0.00013088979 1.415974 0.0045297208 2.761993e-08 2.3155574e-10 0.0011077587 2.2685438e-05
1.01 6.535003 4.5428787e+08 3862.3707 0.079195773 0.00019079317 2.428254e-05 8.8923213e-08 1.1272168e-09 NaN 0.018524339 0.0001308897 1.415973 0.0045297162 2.7619933e-08 2.3155561e-10 0.0011077582 2.2685545e-05
1.02 6.599706 4.5428787e+08 3862.3706 0.07919577 0.00019079208 2.476576e-05 9.0691848e-08 1.1276234e-09 NaN 0.018524339 0.0001308897 1.415973 0.0045297172 2.7619933e-08 2.3155561e-10 0.0011077577 2.2685663e-05
1.03 6.664409 4.5428786e+08 3862.3705 0.079195766 0.00019079103 2.5253742e-05 9.2477909e-08 1.1280112e-09 NaN 0.018524339 0.00013088971 1.4159731 0.0045297172 2.7619933e-08 2.3155562e-10 0.0011077573 2.2685777e-05
1.04 6.729112 4.5428786e+08 3862.3704 0.079195763 0.00019079 2.5746484e-05 9.4281395e-08 1.1283867e-09 NaN 0.018524339 0.00013088971 1.4159731 0.004529718 2.7619932e-08 2.3155562e-10 0.0011077568 2.2685889e-05
1.05 6.793815 4.5428786e+08 3862.3704 0.079195759 0.000190789 2.6243987e-05 9.6102306e-08 1.1287472e-09 NaN 0.01852434 0.00013088972 1.4159732 0.0045297178 2.7619932e-08 2.3155563e-10 0.0011077564 2.2685997e-05
1.06 6.858518 4.5428786e+08 3862.3703 0.079195756 0.00019078804 2.674625e-05 9.7940642e-08 1.129098e-09 NaN 0.01852434 0.00013088972 1.4159732 0.0045297174 2.7619931e-08 2.3155563e-10 0.001107756 2.2686102e-05
1.07 6.923221 4.5428786e+08 3862.3702 0.079195753 0.0001907871 2.7253275e-05 9.9796404e-08 1.1294461e-09 NaN 0.01852434 0.00013088973 1.4159733 0.0045297185 2.7619931e-08 2.3155564e-10 0.0011077556 2.2686204e-05
1.08 6.987924 4.5428786e+08 3862.3701 0.07919575 0.00019078618 2.776506e-05 1.0166959e-07 1.1297775e-09 NaN 0.01852434 0.00013088973 1.4159733 0.0045297183 2.7619931e-08 2.3155564e-10 0.0011077552 2.2686304e-05
1.09 7.052627 4.5428786e+08 3862.3701 0.079195747 0.00019078529 2.8281606e-05 1.035602e-07 1.1300919e-09 NaN 0.01852434 0.00013088974 1.4159734 0.0045297183 2.761993e-08 2.3155564e-10 0.0011077548 2.2686401e-05
1.1 7.11733 4.5428786e+08 3862.37 0.079195744 0.00019078443 2.8802913e-05 1.0546824e-07 1.1303966e-09 NaN 0.018524341 0.00013088974 1.4159735 0.0045297184 2.761993e-08 2.3155565e-10 0.0011077544 2.2686495e-05
