grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.82327 4.5618627e+08 3743.9662 0.072705508 0.00017097239 1.9543724e-05 6.913159e-08 2.613566e-10 NaN 0.01666578 0.00012054449 1.385155 0.0046375808 2.6296232e-08 2.2377067e-10 0.00028509553 1.9838523e-05
0.91 5.887973 4.5618627e+08 3743.9659 0.072705501 0.00017097103 1.9980438e-05 7.0675355e-08 2.6169982e-10 NaN 0.016665781 0.0001205445 1.3851551 0.0046375815 2.6296232e-08 2.2377068e-10 0.00028509476 1.9838666e-05
0.92 5.952676 4.5618627e+08 3743.9656 0.072705495 0.00017096971 2.0421978e-05 7.2236178e-08 2.6326988e-10 NaN 0.016665781 0.00012054452 1.3851553 0.004637581 2.6296231e-08 2.237707e-10 0.00028509403 1.9838805e-05
0.93 6.017379 4.5618627e+08 3743.9653 0.072705489 0.00017096844 2.0868343e-05 7.381406e-08 2.6368722e-10 NaN 0.016665781 0.00012054453 1.3851554 0.0046375825 2.629623e-08 2.2377071e-10 0.00028509331 1.9838939e-05
0.94 6.082082 4.5618626e+08 3743.965 0.072705482 0.0001709672 2.1319534e-05 7.5409e-08 2.6409033e-10 NaN 0.016665782 0.00012054454 1.3851555 0.0046375826 2.6296229e-08 2.2377072e-10 0.00028509261 1.9839069e-05
0.95 6.146785 4.5618626e+08 3743.9647 0.072705476 0.000170966 2.177555e-05 7.7020998e-08 2.6447871e-10 NaN 0.016665782 0.00012054456 1.3851557 0.004637583 2.6296229e-08 2.2377074e-10 0.00028509193 1.9839195e-05
0.96 6.211488 4.5618626e+08 3743.9644 0.07270547 0.00017096484 2.2236392e-05 7.8650054e-08 2.64855e-10 NaN 0.016665782 0.00012054457 1.3851558 0.004637584 2.6296228e-08 2.2377075e-10 0.00028509127 1.9839317e-05
0.97 6.276191 4.5618626e+08 3743.9642 0.072705464 0.00017096372 2.270206e-05 8.0296168e-08 2.6521751e-10 NaN 0.016665783 0.00012054458 1.385156 0.0046375846 2.6296227e-08 2.2377076e-10 0.00028509064 1.9839436e-05
0.98 6.340894 4.5618626e+08 3743.9639 0.072705459 0.00017096263 2.3172553e-05 8.1959341e-08 2.6556996e-10 NaN 0.016665783 0.00012054459 1.3851561 0.0046375844 2.6296227e-08 2.2377077e-10 0.00028509002 1.983955e-05
0.99 6.405597 4.5618626e+08 3743.9637 0.072705453 0.00017096157 2.3647872e-05 8.3639571e-08 2.6591295e-10 NaN 0.016665783 0.0001205446 1.3851562 0.0046375852 2.6296226e-08 2.2377078e-10 0.00028508942 1.9839661e-05
1 6.4703 4.5618626e+08 3743.9635 0.072705448 0.00017096054 2.4128016e-05 8.533686e-08 2.6624137e-10 NaN 0.016665784 0.00012054461 1.3851563 0.0046375851 2.6296225e-08 2.2377079e-10 0.00028508884 1.9839769e-05
