grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.79861 4.1471228e+08 8928.1562 0.018783993 0.0012815893 5.9580104e-05 NaN 2.0580313e-05 1.7203336e-06 0.0028970541 6.5726452e-05 0.28318996 0.015792201 2.7298141e-08 8.2629719e-10 0.0002996828 7.9452995e-06
0.91 5.863039 4.1471227e+08 8928.1823 0.018786201 0.0012816938 6.0915182e-05 NaN 2.0580864e-05 1.7201708e-06 0.0028967821 6.5721521e-05 0.28322843 0.015792509 2.7300347e-08 8.2638472e-10 0.00029968886 7.945098e-06
0.92 5.927468 4.1471226e+08 8928.2124 0.018787527 0.0012817561 6.2263573e-05 NaN 2.0581229e-05 1.7200708e-06 0.0028966286 6.571875e-05 0.28325037 0.015792685 2.7301587e-08 8.2643407e-10 0.00029969246 7.9449833e-06
0.93 5.991897 4.1471225e+08 8928.2464 0.018788011 0.001281778 6.3625253e-05 NaN 2.0581418e-05 1.7200307e-06 0.0028965882 6.5718037e-05 0.28325656 0.015792735 2.7301905e-08 8.26447e-10 0.00029969372 7.9449515e-06
0.94 6.056326 4.1471224e+08 8928.2841 0.013441733 0.0025273727 5.6063206e-05 NaN 1.2149101e-05 7.6145405e-06 0.002491356 9.7799732e-05 0.82332433 0.024744026 2.6323141e-08 1.1865274e-09 0.00028643563 9.3132672e-06
0.95 6.120755 4.1471223e+08 8928.3253 0.013439095 0.0025270543 5.7257524e-05 NaN 1.2147546e-05 7.615653e-06 0.0024915395 9.7813926e-05 0.82322671 0.024745729 2.6320046e-08 1.1864442e-09 0.00028642617 9.3137633e-06
0.96 6.185184 4.1471222e+08 8928.3698 0.013435657 0.0025266336 5.8462771e-05 NaN 1.2145519e-05 7.6170894e-06 0.0024917794 9.7832454e-05 0.82310085 0.024747946 2.631599e-08 1.1863344e-09 0.00028641381 9.3144052e-06
0.97 6.249613 4.1471221e+08 8928.4173 0.013431462 0.002526116 5.967893e-05 NaN 1.2143043e-05 7.6188328e-06 0.0024920725 9.7855079e-05 0.82294829 0.02475065 2.6311025e-08 1.1861996e-09 0.00028639873 9.3151852e-06
0.98 6.314042 4.1471219e+08 8928.4675 0.01342913 0.0025258353 6.0911197e-05 NaN 1.2141667e-05 7.6198192e-06 0.0024922339 9.786765e-05 0.82286225 0.024752168 2.630829e-08 1.1861267e-09 0.00028639035 9.3156251e-06
0.99 6.378471 4.1471218e+08 8928.5202 0.013434923 0.0025265878 6.2172692e-05 NaN 1.214509e-05 7.6175076e-06 0.0024918222 9.7836388e-05 0.82306518 0.024748515 2.6315275e-08 1.1863232e-09 0.00028641126 9.3145829e-06
1 6.4429 4.1471282e+08 8926.2653 0.013440029 0.0025272014 6.3445904e-05 NaN 1.214813e-05 7.6153162e-06 0.0024915472 9.7802137e-05 0.82320518 0.024742797 2.6322884e-08 1.1864528e-09 0.00028642956 9.3134821e-06
1.01 6.507329 4.1471282e+08 8926.2785 0.013444467 0.0025277797 6.4730811e-05 NaN 1.2150751e-05 7.6135511e-06 0.0024912321 9.7778056e-05 0.82335978 0.024739962 2.6328281e-08 1.1866038e-09 0.00028644557 9.3126829e-06
1.02 6.571758 4.1471282e+08 8926.2818 0.013448269 0.0025282763 6.6027395e-05 NaN 1.2152994e-05 7.6120429e-06 0.0024909622 9.7757377e-05 0.82349177 0.024737522 2.6332924e-08 1.1867336e-09 0.00028645928 9.3119986e-06
1.03 6.636187 4.1471282e+08 8926.2758 0.013451463 0.0025286948 6.7335641e-05 NaN 1.2154878e-05 7.6107803e-06 0.0024907356 9.773996e-05 0.82360207 0.02473546 2.6336842e-08 1.1868429e-09 0.00028647079 9.3114244e-06
1.04 6.700616 4.1471282e+08 8926.2614 0.013454074 0.0025290388 6.8655536e-05 NaN 1.2156418e-05 7.6097521e-06 0.0024905504 9.7725663e-05 0.82369164 0.024733759 2.6340065e-08 1.1869326e-09 0.00028648021 9.3109553e-06
