grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.82327 3.9592144e+08 2986.7395 0.052618432 9.6278215e-05 9.6660592e-06 5.5575026e-08 2.0154564e-11 NaN 0.015029108 0.0001127552 2.8378384 0.004751475 3.0452366e-08 2.7034055e-10 0.00071883899 4.5404822e-05
0.91 5.887973 3.9592144e+08 2986.738 0.052618558 9.6282335e-05 9.8820937e-06 5.6819344e-08 2.4949345e-11 NaN 0.015037442 0.00011265411 2.8371986 0.0047447717 3.04874e-08 2.70316e-10 0.00071885439 4.5408173e-05
0.92 5.952676 3.9592144e+08 2986.7366 0.052618609 9.6283509e-05 1.0100494e-05 5.8075816e-08 2.665663e-11 NaN 0.015040128 0.00011261798 2.8369685 0.0047424715 3.0500165e-08 2.7031492e-10 0.00071886199 4.5410274e-05
0.93 6.017379 3.9592144e+08 2986.7352 0.052618475 9.6270715e-05 1.0321251e-05 5.9337621e-08 1.8485099e-11 NaN 0.015023062 0.00011275179 2.8379394 0.0047532552 3.045206e-08 2.7043821e-10 0.00071888024 4.5405927e-05
0.94 6.082082 3.9592144e+08 2986.7337 0.052623154 9.6190648e-05 1.0546955e-05 6.0559066e-08 3.3350397e-11 NaN 0.014868455 0.00011152641 2.8400213 0.0047536158 3.0812775e-08 2.7409568e-10 0.00072048196 4.534499e-05
0.95 6.146785 3.9592144e+08 2986.7322 0.052626886 9.6157694e-05 1.0774715e-05 6.182395e-08 4.9683956e-11 NaN 0.014737178 0.0001107331 2.841977 0.0047640137 3.1057411e-08 2.7716543e-10 0.0007218539 4.5310336e-05
0.96 6.211488 3.9592144e+08 2986.7307 0.052638883 9.63058e-05 1.1009968e-05 6.3198493e-08 8.5620607e-11 NaN 0.014263802 0.00010820873 2.851215 0.0048180544 3.1965576e-08 2.8958186e-10 0.00072639438 4.5314126e-05
0.97 6.276191 3.9592144e+08 2986.7292 0.052639748 9.6329741e-05 1.1241089e-05 6.4535688e-08 9.0218498e-11 NaN 0.014237053 0.00010841518 2.8515349 0.0048358755 3.1899737e-08 2.8997241e-10 0.00072674219 4.532159e-05
0.98 6.340894 3.9592144e+08 2986.7277 0.052629261 9.6150789e-05 1.1467265e-05 6.5780064e-08 4.1202585e-11 NaN 0.014666316 0.00011045969 2.8429348 0.0047760122 3.1144085e-08 2.7873972e-10 0.00072254982 4.5299734e-05
0.99 6.405597 3.9592144e+08 2986.7262 0.052629443 9.6148795e-05 1.1702544e-05 6.7127886e-08 3.5601666e-11 NaN 0.014663256 0.00011025527 2.8429656 0.0047687 3.1213112e-08 2.7901363e-10 0.00072256089 4.5299739e-05
