grating_mod grating_value[um] SAW_freq[Hz] SAW_freq_error[Hz] A[Wm^-2] A_err[Wm^-2] alpha[m^2s^-1] alpha_err[m2s-1] beta[s^0.5] beta_err[s^0.5] B[Wm^-2] B_err[Wm^-2] theta theta_err tau[s] tau_err[s] C[Wm^-2] C_err[Wm^-2]
0.9 5.82327 3.958197e+08 4842.3491 0.050845033 0.0001148963 1.135954e-05 7.3542147e-08 6.3679408e-13 NaN 0.011880645 0.00012245589 1.5779916 0.0072703186 2.8770672e-08 4.0006756e-10 0.0018584157 4.6122445e-05
0.91 5.887973 3.958197e+08 4842.349 0.050844899 0.00011489524 1.1613305e-05 7.5185035e-08 6.0988939e-13 NaN 0.011882946 0.00012247202 1.5778945 0.0072699052 2.8765152e-08 3.9996143e-10 0.0018583832 4.6123942e-05
0.92 5.952676 3.958197e+08 4842.3489 0.050844942 0.0001148938 1.1869961e-05 7.6845457e-08 6.2026004e-13 NaN 0.011881976 0.00012246522 1.5779354 0.0072700788 2.8767478e-08 4.0000614e-10 0.0018583893 4.6124548e-05
0.93 6.017379 3.958197e+08 4842.3489 0.05220323 0.00013893006 1.1645166e-05 8.2076875e-08 4.9005805e-11 NaN 0.0081178168 0.00011361622 2.7484443 0.0090364306 4.1235125e-08 7.1919749e-10 0.0016085334 4.938146e-05
0.94 6.082082 3.958197e+08 4842.349 0.052203058 0.00014363617 1.1895814e-05 8.669721e-08 4.8878172e-11 NaN 0.0076213889 0.00011313876 2.7461463 0.0095921655 4.3415626e-08 8.1017831e-10 0.0016084781 5.1069011e-05
0.95 6.146785 3.958197e+08 4842.349 0.052193631 0.00014145374 1.2146287e-05 8.7229467e-08 4.8197671e-11 NaN 0.0078292745 0.00011340747 2.7432719 0.0093556939 4.2391596e-08 7.6875443e-10 0.0016068531 5.0330093e-05
0.96 6.211488 3.958197e+08 4842.3491 0.052186764 0.00014301414 1.2399768e-05 9.0078645e-08 4.5623674e-11 NaN 0.0076656732 0.00011354396 2.7405719 0.0095682745 4.2982948e-08 7.9892664e-10 0.001605698 5.0920071e-05
0.97 6.276191 3.958197e+08 4842.3492 0.052175642 0.00013648725 1.2655379e-05 8.779275e-08 4.5397616e-11 NaN 0.008338811 0.00011244059 2.7380207 0.0087021264 4.0892277e-08 6.8610036e-10 0.0016037165 4.8629992e-05
0.98 6.340894 3.958197e+08 4842.3493 0.052190178 0.00014070711 1.2924129e-05 9.2344646e-08 4.7610245e-11 NaN 0.0078950677 0.0001133116 2.7396712 0.0092681459 4.2145467e-08 7.5651132e-10 0.0016064184 5.0080382e-05
0.99 6.405597 3.958197e+08 4842.3494 0.051727891 0.00011721115 1.2950802e-05 7.9639757e-08 1.8206398e-13 NaN 0.012958362 0.00013017927 2.6589356 0.0063864835 2.8798722e-08 3.3776519e-10 0.0015151961 4.3436508e-05
1 6.4703 3.9581967e+08 4842.4077 0.052175328 0.00013268741 1.3450845e-05 9.0705817e-08 4.3210794e-11 NaN 0.0088229371 0.00011410657 2.7349873 0.008334354 3.862635e-08 6.1563075e-10 0.0016034168 4.7272752e-05
